name,author.1,author.2,author.3,narrator.1,narrator.2,narrator.3,time,Duration,releasedate,language,stars,price,releaseinfo
The Two Of Us,SheilaHancock,,,SheilaHancock,,,5 hrs and 13 mins,0.05:13:00,10-06-2005,English,,398.00,"10-06-2005, English"
Wooden,SethDavis,,,StephenMcLaughlin,,,26 hrs and 7 mins,1.02:07:00,19-08-2014,English,,1338.00,"19-08-2014, English"
Elvis Presley,DanielIchbiah,,,VictorVestia,,,5 hrs and 19 mins,0.05:19:00,16-05-2018,french,,679.00,"16-05-2018, french"
John Muir,RodMiller,,,RustyNelson,,,5 hrs and 39 mins,0.05:39:00,17-10-2008,English,,469.00,"17-10-2008, English"
The Beatles: Die Audiostory,div.,,,ThomasBleskin,DanielOberdorf,RalphGuhlke,4 hrs and 1 min,0.04:01:00,04-06-2009,german,,267.00,"04-06-2009, german"
Hugh Laurie,AnthonyBunko,,,SimonWhistler,,,9 hrs and 6 mins,0.09:06:00,13-05-2013,English,,543.00,"13-05-2013, English"
Hitman,DavidFoster,PabloFenjves,,DavidFoster,,,6 hrs and 5 mins,0.06:05:00,20-12-2008,English,,632.00,"20-12-2008, English"
A Collection Of Letters,JaneAusten,,,HelenJohns,,,47 mins,0.00:47:00,28-09-2009,English,,227.00,"28-09-2009, English"
Julie Andrews,RichardStirling,,,RowenaCooper,,,15 hrs and 3 mins,0.15:03:00,13-03-2009,English,,797.00,"13-03-2009, English"
Every Day I'M Hustling,VivicaA.Fox,KevinCarrO'Leary,,VivicaA.Fox,,,7 hrs and 54 mins,0.07:54:00,03-04-2018,English,,1003.00,"03-04-2018, English"
Against All Odds,ChuckNorris,KenAbraham,,MichaelNorris,,,7 hrs and 33 mins,0.07:33:00,10-06-2005,English,5,703.00,"10-06-2005, English"
You'Re Only As Good As Your Next One,MikeMedavoy,JoshYoung,,RobertsonDean,,,13 hrs and 18 mins,0.13:18:00,23-04-2009,English,,937.00,"23-04-2009, English"
Jeremy Clarkson,GwenRussell,,,RichardDallyn,,,2 hrs and 9 mins,0.02:09:00,24-02-2010,English,,266.00,"24-02-2010, English"
We Need To Talk About Kevin Bridges,KevinBridges,,,KevinBridges,,,11 hrs and 40 mins,0.11:40:00,09-10-2014,English,,820.00,"09-10-2014, English"
When You Ride Alone You Ride With Bin Laden,BillMaher,,,BillMaher,,,2 hrs and 58 mins,0.02:58:00,08-11-2002,English,,702.00,"08-11-2002, English"
John Lennon,AlanClayson,,,MikeRead,,,3 hrs and 59 mins,0.03:59:00,18-12-2007,English,,468.00,"18-12-2007, English"
How May We Hate You?,AnnaDrezen,ToddDakotahBriscoe,,AnnaDrezen,ToddDakotahBriscoe,,2 hrs and 56 mins,0.02:56:00,17-05-2016,English,,502.00,"17-05-2016, English"
The Kid,BenBradleeJr.,,,DaveMallow,,,35 hrs and 14 mins,1.11:14:00,04-12-2013,English,,500.00,"04-12-2013, English"
The Juice,JayMcInerney,,,JayMcInerney,,,8 hrs and 56 mins,0.08:56:00,08-05-2012,English,,879.00,"08-05-2012, English"
Hedy'S Folly,RichardRhodes,,,BernadetteDunne,,,5 hrs and 51 mins,0.05:51:00,29-11-2011,English,,754.00,"29-11-2011, English"
Bertrand Russell: La Desbordante Labor Intelectual Del Pensador Universal [Bertrand Russell: The Overflowing Intellectual Work Of A Universal Thinker],OnlineStudioProductions,,,uncredited,,,29 mins,0.00:29:00,19-01-2016,spanish,,141.00,"19-01-2016, spanish"
"Just Win, Baby",MurrayOlderman,,,JeremyArthur,,,6 hrs and 59 mins,0.06:59:00,21-12-2012,English,,668.00,"21-12-2012, English"
Life Stories,TrumanCapote,IanFrazier,SusanOrlean,PhilipBosco,AmyIrving,AltonFitzgeraldWhite,9 hrs and 50 mins,0.09:50:00,10-06-2004,English,,751.00,"10-06-2004, English"
The Reporter Who Knew Too Much,MarkShaw,,,GabraZackman,,,10 hrs and 4 mins,0.10:04:00,06-12-2016,English,,820.00,"06-12-2016, English"
Andre Agassi,OnlineStudioProductions,,,uncredited,,,35 mins,0.00:35:00,11-12-2017,spanish,,94.00,"11-12-2017, spanish"
Bob Dylan,ScottM.Marshall,,,DanJohnMiller,,,8 hrs and 54 mins,0.08:54:00,24-10-2017,English,,820.00,"24-10-2017, English"
Appetite For Life,NoelRileyFitch,,,WandaMcCaddon,,,23 hrs and 14 mins,0.23:14:00,11-01-2001,English,,1171.00,"11-01-2001, English"
Hemingway Lives!,ClancySigal,,,KevinFree,,,5 hrs and 6 mins,0.05:06:00,25-11-2013,English,,668.00,"25-11-2013, English"
Smokin' Joe,JoeFrazier,PhilBerger,,BillAndrewQuinn,,,8 hrs and 39 mins,0.08:39:00,04-10-2013,English,4,702.00,"04-10-2013, English"
Random Reminiscences Of Men And Events,JohnD.Rockefeller,,,L.J.Ganser,,,3 hrs and 53 mins,0.03:53:00,30-09-2010,English,,350.00,"30-09-2010, English"
Maybe We'Ll Have You Back,FredStoller,,,RayChase,,,7 hrs and 58 mins,0.07:58:00,01-04-2013,English,,836.00,"01-04-2013, English"
The Hollywood Canteen,LisaMitchell,BruceTorrence,,NatSegaloff,,,2 hrs and 54 mins,0.02:54:00,05-06-2020,English,,585.00,"05-06-2020, English"
Joe & Marilyn,RogerKahn,,,DickHill,,,9 hrs and 44 mins,0.09:44:00,15-02-2009,English,,1005.00,"15-02-2009, English"
"Monster, She Wrote",LisaKröger,MelanieR.Anderson,,ErinBennett,,,7 hrs and 29 mins,0.07:29:00,17-09-2019,English,,820.00,"17-09-2019, English"
The Big Three,MichaelHolley,,,Jean-FrançoisDonaldson,,,7 hrs and 47 mins,0.07:47:00,17-01-2021,English,,500.00,"17-01-2021, English"
Mike Nichols,MarkHarris,,,GeorgeNewbern,,,20 hrs and 35 mins,0.20:35:00,02-02-2021,English,5,1382.00,"02-02-2021, English"
May You Live In Interesting Times,LaraineNewman,,,LaraineNewman,,,9 hrs and 5 mins,0.09:05:00,11-03-2021,English,4,1003.00,"11-03-2021, English"
Believe Me,YolandaHadid,,,DaisyWhite,,,11 hrs and 16 mins,0.11:16:00,12-09-2017,English,,181.00,"12-09-2017, English"
Acid For The Children [Spanish Version],Flea,,,MarcoLubián,,,9 hrs and 37 mins,0.09:37:00,19-03-2021,spanish,,691.00,"19-03-2021, spanish"
Modern Nature,DerekJarman,,,JulianSands,,,13 hrs and 55 mins,0.13:55:00,11-03-2021,English,,721.00,"11-03-2021, English"
Marilyn Monroe,CharlesCasillo,,,ThérèsePlummer,,,11 hrs and 55 mins,0.11:55:00,14-08-2018,English,,181.00,"14-08-2018, English"
In A Heartbeat,SeanTuohy,SallyJenkins,LeighAnneTuohy,LeighAnneTuohy,SeanTuohy,KathleenMcInerney,7 hrs and 45 mins,0.07:45:00,13-07-2010,English,5,134.00,"13-07-2010, English"
Jacqueline Bouvier Kennedy Onassis,BarbaraLeaming,,,ElizaFoss,,,13 hrs and 23 mins,0.13:23:00,28-10-2014,English,,181.00,"28-10-2014, English"
They Don'T Need To Understand,AndyBiersack,RyanJ.Downey-with,,AndyBiersack,,,5 hrs and 22 mins,0.05:22:00,09-02-2021,English,,586.00,"09-02-2021, English"
My Horizontal Life,ChelseaHandler,,,CassandraCampbell,,,6 hrs and 15 mins,0.06:15:00,22-10-2008,English,,586.00,"22-10-2008, English"
Director'S Cut,TedKotcheff,JoshYoung,,AaronAbano,,,12 hrs and 3 mins,0.12:03:00,23-05-2017,English,,836.00,"23-05-2017, English"
Short Stories,ColumbusShort,,,ColumbusShort,,,3 hrs and 42 mins,0.03:42:00,29-09-2020,English,,585.00,"29-09-2020, English"
Born To Run: Die Autobiografie,BruceSpringsteen,,,TheesUhlmann,,,17 hrs and 54 mins,0.17:54:00,27-09-2016,german,,334.00,"27-09-2016, german"
Sidemen: The Audiobook,TheSidemen,,,JJ/KSI,Harry/Wroetoshaw,Simon/Miniminter,5 hrs and 14 mins,0.05:14:00,18-10-2016,English,5,569.00,"18-10-2016, English"
Ms - Vazhve Sangeetham,Veeyesvee,,,RevathySankkaran,,,3 hrs,0.03:00:00,06-10-2008,English,4.5,468.00,"06-10-2008, English"
Stronger,BrianHeadWelch,,,AdamVerner,,,3 hrs and 57 mins,0.03:57:00,09-06-2020,English,,469.00,"09-06-2020, English"
It'S Not What It Looks Like,MollyBurke,,,MollyBurke,,,3 hrs and 5 mins,0.03:05:00,01-08-2019,English,5,233.00,"01-08-2019, English"
My Mother Was Nuts,PennyMarshall,,,PennyMarshall,,,8 hrs and 30 mins,0.08:30:00,18-09-2012,English,,352.00,"18-09-2012, English"
Gordon Ramsay,NeilSimpson,,,RichardAspel,,,9 hrs and 10 mins,0.09:10:00,17-08-2012,English,4.5,702.00,"17-08-2012, English"
The Day Diana Died,ChristopherAndersen,,,PollyLee,,,9 hrs and 4 mins,0.09:04:00,06-11-2018,English,,668.00,"06-11-2018, English"
Rearview,RaghuRam,,,ShriramIyer,,,11 hrs and 33 mins,0.11:33:00,20-01-2017,English,5,255.00,"20-01-2017, English"
Rhett & Link'S Book Of Mythicality,RhettMcLaughlin,LinkNeal,,LinkNeal,RhettMcLaughlin,,5 hrs and 43 mins,0.05:43:00,10-10-2017,English,5,1003.00,"10-10-2017, English"
Facing Ted Williams,DaveHeller,,,DylanLynch,,,7 hrs and 17 mins,0.07:17:00,01-04-2013,English,,668.00,"01-04-2013, English"
Talking On Air,KenColeman,DanValenti,,SteveCarlson,,,8 hrs and 13 mins,0.08:13:00,20-11-2014,English,,668.00,"20-11-2014, English"
Mythmaker,AmySickels,,,KateReading,,,2 hrs and 26 mins,0.02:26:00,11-04-2011,English,,536.00,"11-04-2011, English"
Passion: Women On Women,BlancheWiesenCook,CarrieFisher,EricaJong,AmyTan,MerylStreep,GloriaSteinem,2 hrs and 55 mins,0.02:55:00,15-12-1999,English,,421.00,"15-12-1999, English"
Slobberknocker,JimRoss,PaulO'Brien,,JimRoss,R.C.Bray,,10 hrs and 43 mins,0.10:43:00,04-10-2017,English,4,836.00,"04-10-2017, English"
Son Of A Critch,MarkCritch,,,MarkCritch,,,10 hrs and 20 mins,0.10:20:00,02-10-2018,English,,1254.00,"02-10-2018, English"
A Polaroid Guy In A Snapchat World,DavidSpade,,,DavidSpade,,,6 hrs and 12 mins,0.06:12:00,19-07-2018,English,4,1003.00,"19-07-2018, English"
Andrew Carnegie,DavidNasaw,,,GroverGardner,,,32 hrs and 40 mins,1.08:40:00,21-08-2007,English,4,702.00,"21-08-2007, English"
Life Will Be The Death Of Me,ChelseaHandler,,,ChelseaHandler,,,5 hrs and 25 mins,0.05:25:00,09-04-2019,English,4.5,1005.00,"09-04-2019, English"
Gordamente [Fatly],LagordaFabiola,,,DafneGallardo,,,3 hrs and 7 mins,0.03:07:00,19-05-2021,spanish,,501.00,"19-05-2021, spanish"
The Cool Side Of My Pillow,BruceCampbell,,,BruceCampbell,,,2 hrs and 36 mins,0.02:36:00,05-01-2021,English,,233.00,"05-01-2021, English"
È Andata Cos�,LucianoLigabue,,,RuggeroAndreozzi,LucaGhignone,,6 hrs and 25 mins,0.06:25:00,19-05-2021,italian,,420.00,"19-05-2021, italian"
Gib Die Dinge Der Jugend Mit Grazie Auf!,VolkerLechtenbrink,,,VolkerLechtenbrink,,,1 hr and 54 mins,0.01:54:00,15-06-2021,german,,233.00,"15-06-2021, german"
Ungeschminkt,OliviaJones,LenaObschinsky,,OliviaJones,BarbieStupid,VeuveNoire,6 hrs and 10 mins,0.06:10:00,02-06-2021,german,,367.00,"02-06-2021, german"
Thomas Gottschalk,GertHeidenreich,,,GertHeidenreich,,,5 hrs and 12 mins,0.05:12:00,18-05-2021,german,,233.00,"18-05-2021, german"
101 Amazing Facts About Billie Eilish,JackGoldstein,,,JasonZenobia,,,18 mins,0.00:18:00,29-05-2021,English,,227.00,"29-05-2021, English"
The Daring Life And Dangerous Times Of Eve Adams,JonathanNedKatz,,,RomyNordlinger,,,7 hrs and 18 mins,0.07:18:00,18-05-2021,English,,586.00,"18-05-2021, English"
Son Of A Milkman,BrianWheat,ChrisEpting-contributor,JoeElliot-foreword,BrianWheat,,,6 hrs and 30 mins,0.06:30:00,01-06-2021,English,,586.00,"01-06-2021, English"
Cary Grant: The Making Of A Hollywood Legend,MarkGlancy,,,DanielHenning,,,18 hrs and 52 mins,0.18:52:00,25-05-2021,English,,469.00,"25-05-2021, English"
No One Listens To Your Dad'S Show,ChristianO'Connell,,,ChristianO'Connell,,,8 hrs and 35 mins,0.08:35:00,01-06-2021,English,,645.00,"01-06-2021, English"
Home Sweet Road,Johnnyswim,,,AbnerRamirez,AmandaSudano,,5 hrs and 16 mins,0.05:16:00,08-06-2021,English,,879.00,"08-06-2021, English"
All The Rage,BradFraser,,,BradFraser,,,9 hrs and 41 mins,0.09:41:00,18-05-2021,English,,1354.00,"18-05-2021, English"
The Autobiography Of Andrew Carnegie And The Gospel Of Wealth,AndrewCarnegie,,,DavidRintoul,LucyScott,,11 hrs and 28 mins,0.11:28:00,26-10-2020,English,5,727.00,"26-10-2020, English"
Ludwig Van Beethoven - Ein Leben F�R Die Kunst,PeterKirchberger,AscanvonBargen,,PeterKirchberger,,,2 hrs and 1 min,0.02:01:00,27-04-2021,german,,334.00,"27-04-2021, german"
"Off-Road With Clarkson, Hammond & May",PhillipaSage,,,JulieMaisey,,,8 hrs and 52 mins,0.08:52:00,13-05-2021,English,,721.00,"13-05-2021, English"
Notes From My Travels,AngelinaJolie,,,DaraRosenberg,,,5 hrs and 42 mins,0.05:42:00,26-03-2021,English,,398.00,"26-03-2021, English"
Ich Bin Dann Mal Still,HorstLichter,,,HorstLichter,,,4 hrs and 56 mins,0.04:56:00,03-05-2021,german,,535.00,"03-05-2021, german"
Black Is The New White,PaulMooney,,,BobbySpearsJr.,,,5 hrs and 49 mins,0.05:49:00,14-04-2021,English,,398.00,"14-04-2021, English"
The Vanished World Of Robert Youngson,JimManago,,,NatSegaloff,,,3 hrs and 43 mins,0.03:43:00,11-05-2021,English,,585.00,"11-05-2021, English"
How To Succeed In Hollywood Without Really Trying,MelvilleShavelson,,,NatSegaloff,,,6 hrs and 59 mins,0.06:59:00,27-04-2021,English,,820.00,"27-04-2021, English"
"Susan, Linda, Nina & Cokie",LisaNapoli,,,LisaNapoli,,,10 hrs and 46 mins,0.10:46:00,13-04-2021,English,,820.00,"13-04-2021, English"
Ich Bin Dann Mal Still,HorstLichter,,,HorstLichter,,,5 hrs and 43 mins,0.05:43:00,03-05-2021,german,,602.00,"03-05-2021, german"
Take The Lead,JessicaSimpson,,,JessicaSimpson,,,35 mins,0.00:35:00,29-04-2021,English,,67.00,"29-04-2021, English"
Radical Vision,SoyicaDiggsColbert,,,LisaReneéPitts,,,13 hrs and 36 mins,0.13:36:00,20-04-2021,English,,586.00,"20-04-2021, English"
Capote,GeraldClarke,,,PaulBoehmer,,,25 hrs and 16 mins,1.01:16:00,06-04-2021,English,,586.00,"06-04-2021, English"
Close-Up On Sunset Boulevard,SamStaggs,,,DonaldCorren,,,14 hrs and 18 mins,0.14:18:00,30-03-2021,English,,937.00,"30-03-2021, English"
"All About ""All About Eve""",SamStaggs,,,DonaldCorren,,,13 hrs and 34 mins,0.13:34:00,27-04-2021,English,,937.00,"27-04-2021, English"
Messages For The Future,RobynDouglass,,,RobynDouglass,,,44 mins,0.00:44:00,14-04-2021,English,,281.00,"14-04-2021, English"
Picturing Peter Bogdanovich,PeterTonguette,,,CharlesConstant,,,7 hrs and 31 mins,0.07:31:00,06-04-2021,English,,656.00,"06-04-2021, English"
The Unfit Heiress,AudreyClareFarley,,,LisaFlanagan,,,8 hrs and 2 mins,0.08:02:00,20-04-2021,English,,500.00,"20-04-2021, English"
The Hope We Hold,JeremyVuolo,JingerVuolo,,JeremyVuolo,JingerVuolo,,6 hrs and 8 mins,0.06:08:00,04-05-2021,English,,500.00,"04-05-2021, English"
The World Of Bob Dylan,SeanLatham,,,KerryShale,JohnChancer,BarbaraBarnes,15 hrs and 26 mins,0.15:26:00,06-05-2021,English,,487.00,"06-05-2021, English"
Leave Me Alone,ChristianHull,,,ChristianHull,,,6 hrs and 21 mins,0.06:21:00,06-05-2021,English,,645.00,"06-05-2021, English"
House Of Music,KadiatuKanneh-Mason,,,KadiatuKanneh-Mason,,,11 hrs and 16 mins,0.11:16:00,25-03-2021,English,,645.00,"25-03-2021, English"
Accidental Weatherman,SamMac,,,SamMac,,,6 hrs and 3 mins,0.06:03:00,28-04-2021,English,,805.00,"28-04-2021, English"
Because He'S Jeff Goldblum,TravisM.Andrews,,,RobShapiro,,,8 hrs and 48 mins,0.08:48:00,04-05-2021,English,,879.00,"04-05-2021, English"
Frank Muller,Various,,,FrankMuller,,,15 mins,0.00:15:00,11-06-2008,English,5,,"11-06-2008, English"
Sanjay Dutt,RamKamalMukherjee,,,MishalVarma,,,5 hrs and 12 mins,0.05:12:00,06-11-2019,English,3.5,444.00,"06-11-2019, English"
So That Happened,JonCryer,,,JonCryer,,,9 hrs and 8 mins,0.09:08:00,07-04-2015,English,5,1005.00,"07-04-2015, English"
Call Me Ted,TedTurner,BillBurke,,TedTurner,,,14 hrs and 23 mins,0.14:23:00,10-11-2008,English,5,500.00,"10-11-2008, English"
Ghost Empire,RichardFidler,,,RichardFidler,,,14 hrs and 58 mins,0.14:58:00,02-08-2016,English,,1328.00,"02-08-2016, English"
A Song For You,RobynCrawford,,,RobynCrawford,,,10 hrs and 24 mins,0.10:24:00,12-11-2019,English,,1005.00,"12-11-2019, English"
Endgame,FrankBrady,,,RayPorter,,,13 hrs and 29 mins,0.13:29:00,01-02-2011,English,5,773.00,"01-02-2011, English"
The Sensational Life And Death Of Qandeel Baloch,SanamMaher,,,Akrti,,,8 hrs and 46 mins,0.08:46:00,06-08-2018,English,3,621.00,"06-08-2018, English"
Rise,PaigeVanZant,,,ChloeCannon,PaigeVanZant,,6 hrs and 21 mins,0.06:21:00,10-04-2018,English,5,500.00,"10-04-2018, English"
Mayor Kane,GlennJacobs,,,GlennJacobs,,,7 hrs and 39 mins,0.07:39:00,26-11-2019,English,5,500.00,"26-11-2019, English"
Robin,DaveItzkoff,,,GrzegorzDamięcki,,,21 hrs and 37 mins,0.21:37:00,19-02-2020,polish,,234.00,"19-02-2020, polish"
This Is Not Fame,DougStanhope,,,DougStanhope,ChadShank,fullcast,11 hrs and 15 mins,0.11:15:00,15-05-2018,English,5,1171.00,"15-05-2018, English"
"Robert Downey, Jr.",MartinHowden,,,PhilipOrmond,,,6 hrs and 23 mins,0.06:23:00,06-06-2013,English,,379.00,"06-06-2013, English"
Wildflower,DrewBarrymore,,,DrewBarrymore,,,7 hrs and 5 mins,0.07:05:00,29-10-2015,English,4.5,683.00,"29-10-2015, English"
Tell To Win,PeterGuber,,,PatrickEgan,,,10 hrs and 48 mins,0.10:48:00,01-03-2011,English,,879.00,"01-03-2011, English"
Succeeding Against The Odds,JohnH.Johnson,LeroneBennettJr.,,JohnH.Johnson,,,2 hrs and 50 mins,0.02:50:00,16-12-1999,English,,374.00,"16-12-1999, English"
Glenn Mcgrath,GlennMcGrath,DanielLane,,ShaneMcNamara,,,12 hrs and 29 mins,0.12:29:00,26-09-2008,English,3,843.00,"26-09-2008, English"
De Niro,ShawnLevy,,,MarkDeakins,,,21 hrs and 38 mins,0.21:38:00,28-10-2014,English,,1382.00,"28-10-2014, English"
No Encore For The Donkey,DougStanhope,,,DougStanhope,,,6 hrs and 20 mins,0.06:20:00,20-08-2020,English,5,1003.00,"20-08-2020, English"
Queen Meryl,ErinCarlson,,,NanMcNamara,,,9 hrs and 19 mins,0.09:19:00,24-09-2019,English,5,500.00,"24-09-2019, English"
Wham! George & Me,AndrewRidgeley,,,AndrewRidgeley,,,5 hrs and 58 mins,0.05:58:00,03-10-2019,English,5,888.00,"03-10-2019, English"
The Princess Diarist,CarrieFisher,,,CarrieFisher,BillieLourd,,5 hrs and 10 mins,0.05:10:00,24-11-2016,English,5,615.00,"24-11-2016, English"
The Secret Race,TylerHamilton,DanielCoyle,,SeanRunnette,,,11 hrs and 19 mins,0.11:19:00,07-09-2012,English,5,752.00,"07-09-2012, English"
How To Ruin Everything,GeorgeWatsky,,,GeorgeWatsky,,,5 hrs and 38 mins,0.05:38:00,14-06-2016,English,5,754.00,"14-06-2016, English"
The Big Miss,HankHaney,,,HankHaney,,,8 hrs and 43 mins,0.08:43:00,27-03-2012,English,4,1005.00,"27-03-2012, English"
Digging Up Mother,JohnnyDepp-foreword,DougStanhope,,DougStanhopeandFriends,,,12 hrs and 44 mins,0.12:44:00,16-08-2016,English,4.5,836.00,"16-08-2016, English"
Meghan And Harry: The Real Story,LadyColinCampbell,,,LucindaBellHoward,,,16 hrs and 40 mins,0.16:40:00,06-08-2020,English,1,949.00,"06-08-2020, English"
Believe Me,EddieIzzard,,,EddieIzzard,,,14 hrs and 37 mins,0.14:37:00,15-06-2017,English,5,820.00,"15-06-2017, English"
But What I Really Want To Do Is Direct,KenKwapis,,,ChrisLutkin,,,10 hrs and 43 mins,0.10:43:00,22-10-2020,English,,1172.00,"22-10-2020, English"
Freak Out!,PaulineButcher,,,EmmaGregory,,,14 hrs and 3 mins,0.14:03:00,03-12-2020,English,,873.00,"03-12-2020, English"
Lebensl�Nglich Frohlocken,SilkeAichhorn,,,SilkeAichhorn,,,5 hrs and 7 mins,0.05:07:00,12-03-2021,german,,401.00,"12-03-2021, german"
"Einmal Noch Schlafen, Dann Ist Morgen",ManuelRubey,,,ManuelRubey,,,5 hrs and 6 mins,0.05:06:00,26-02-2021,german,,334.00,"26-02-2021, german"
Bowie,JohnO'Connell,,,SébastienDesjours,,,7 hrs and 14 mins,0.07:14:00,25-02-2021,french,,566.00,"25-02-2021, french"
Knossi - K�Nig Des Internets,JensKnossalla,JulianLaschewski,,JensKnossalla,StefanLehnen,UrsulaBerlinghof,4 hrs and 30 mins,0.04:30:00,15-02-2021,german,,468.00,"15-02-2021, german"
Ле�монтов. ����е� страдания и свободы,Ал.Алтаев,,,ВладимирСамойлов,,,5 hrs and 39 mins,0.05:39:00,04-02-2021,russian,,166.00,"04-02-2021, russian"
Pain Killer,BranttMyhres,MichaelLandsberg-foreword,,BranttMyhres,MichaelLandsberg,,10 hrs and 49 mins,0.10:49:00,16-02-2021,English,,1306.00,"16-02-2021, English"
Non Ho Niente Da Nascondere,MichaelHaneke,,,PaoloMazzarelli,RiccardoRicobello,,12 hrs and 56 mins,0.12:56:00,15-02-2021,italian,,766.00,"15-02-2021, italian"
Who Is Alex Trebek?,LisaRogak,,,EricPollins,,,5 hrs and 52 mins,0.05:52:00,21-07-2020,English,,134.00,"21-07-2020, English"
We Need To Talk,JenniferRisher,,,ErinBennett,,,7 hrs and 28 mins,0.07:28:00,15-09-2020,English,5,773.00,"15-09-2020, English"
This Is Not My Memoir,AndréGregory,ToddLondon,,AndréGregory,,,6 hrs and 49 mins,0.06:49:00,17-11-2020,English,,134.00,"17-11-2020, English"
Carrie Fisher,SheilaWeller,,,SaskiaMaarleveld,,,13 hrs and 19 mins,0.13:19:00,12-11-2019,English,,181.00,"12-11-2019, English"
Texas Flood,AlanPaul,AndyAledort,JimmieVaughan-epilogue,AlanPaul,AndyAledort,fullcast,11 hrs and 39 mins,0.11:39:00,13-08-2019,English,,181.00,"13-08-2019, English"
Four Friends,WilliamD.Cohan,,,KevinStillwell,,,14 hrs and 19 mins,0.14:19:00,09-07-2019,English,,221.00,"09-07-2019, English"
Handsome Johnny,LeeServer,,,B.J.Harrison,,,18 hrs and 55 mins,0.18:55:00,14-11-2018,English,5,221.00,"14-11-2018, English"
The Kennedy Heirs,J.RandyTaraborrelli,,,RobertPetkoff,,,18 hrs and 26 mins,0.18:26:00,11-06-2019,English,,301.00,"11-06-2019, English"
Buseyisms,GaryBusey,SteffanieSampson,,GaryBusey,,,6 hrs and 30 mins,0.06:30:00,04-09-2018,English,,134.00,"04-09-2018, English"
Live Long And…,WilliamShatner,DavidFisher,,WilliamShatner,,,5 hrs and 11 mins,0.05:11:00,04-09-2018,English,,134.00,"04-09-2018, English"
Paul And Me,A.E.Hotchner,,,A.E.Hotchner,,,6 hrs and 15 mins,0.06:15:00,23-03-2010,English,,754.00,"23-03-2010, English"
Fragments,MarilynMonroe,BernardComment-editor,StanleyBuchthal-editor,IsabelKeating,,,1 hr and 43 mins,0.01:43:00,12-10-2010,English,5,33.00,"12-10-2010, English"
The Men We Became,RobertT.Littell,,,RobertT.Littell,,,5 hrs and 18 mins,0.05:18:00,13-04-2011,English,,134.00,"13-04-2011, English"
Woody,DavidEvanier,,,AaronAbano,,,15 hrs and 59 mins,0.15:59:00,03-11-2015,English,,221.00,"03-11-2015, English"
"The Fifty-Year Mission: The Complete, Uncensored, Unauthorized Oral History Of Star Trek: The First 25 Years",EdwardGross,MarkA.Altman,SethMacFarlane-foreword,HelenLitchfield,AlexHyde-White,JasonOlazabal,23 hrs and 16 mins,0.23:16:00,01-07-2016,English,,301.00,"01-07-2016, English"
