name,author.1,author.2,author.3,narrator.1,narrator.2,narrator.3,time,Duration,releasedate,language,stars,price,releaseinfo
"Mud, Sweat And Tears",BearGrylls,,,TomPatrickStephens,,,9 hrs and 23 mins,0.09:23:00,26-04-2012,English,4.5,683.00,"26-04-2012, English"
Sridevi: The Eternal Screen Goddess,SatyarthNayak,Kajol-foreword,,ShaayanBhattacharya,,,8 hrs and 39 mins,0.08:39:00,12-02-2021,English,,879.00,"12-02-2021, English"
The Making Of Donald Trump,DavidCayJohnston,,,JoeBarrett,,,5 hrs and 47 mins,0.05:47:00,05-08-2016,English,,702.00,"05-08-2016, English"
The Devil In The Kitchen,MarcoPierre-White,JamesSteen,,TimothyBentinck,,,9 hrs and 1 min,0.09:01:00,29-09-2015,English,4.5,721.00,"29-09-2015, English"
The Beauty Of Living Twice,SharonStone,,,SharonStone,,,7 hrs and 24 mins,0.07:24:00,06-04-2021,English,5,645.00,"06-04-2021, English"
The Elephants In My Backyard,RajivSurendra,,,RajivSurendra,,,8 hrs and 35 mins,0.08:35:00,26-04-2017,English,5,668.00,"26-04-2017, English"
Committed,ElizabethGilbert,,,ElizabethGilbert,,,8 hrs and 30 mins,0.08:30:00,12-01-2010,English,4.5,535.00,"12-01-2010, English"
Bol Bachchan [Speak Bachchan],RupeshDubey,,,NeerajYadav,,,5 hrs and 28 mins,0.05:28:00,10-06-2020,Hindi,3.5,668.00,"10-06-2020, Hindi"
Wallflower At The Orgy,NoraEphron,,,KatheMazur,,,6 hrs and 14 mins,0.06:14:00,09-07-2013,English,3,879.00,"09-07-2013, English"
Total Recall,ArnoldSchwarzenegger,,,SebastianPappenberger,,,22 hrs and 34 mins,0.22:34:00,14-05-2020,german,,468.00,"14-05-2020, german"
Kein Selbstmord Oder Doch - Andy Gibb,KatrinHampel,,,KatrinHampel,,,1 hr and 36 mins,0.01:36:00,24-07-2021,german,,65.00,"24-07-2021, german"
Bob Goes To Jail,RobSedgwick,,,RogerWayne,,,7 hrs and 40 mins,0.07:40:00,27-07-2021,English,,586.00,"27-07-2021, English"
Bing Crosby: Swinging On A Star,GaryGiddins,,,GroverGardner,,,26 hrs and 24 mins,1.02:24:00,27-07-2021,English,,1758.00,"27-07-2021, English"
The Great Peace,MenaSuvari,,,MenaSuvari,,,8 hrs and 29 mins,0.08:29:00,27-07-2021,English,,500.00,"27-07-2021, English"
Blessed,JohnDoyle,,,JohnDoyle,,,6 hrs and 36 mins,0.06:36:00,28-07-2021,English,,805.00,"28-07-2021, English"
The King Of California,MarkArax,RickWartzman,,JamesPatrickCronin,,,19 hrs and 29 mins,0.19:29:00,02-06-2014,English,,1338.00,"02-06-2014, English"
The Masked Rider,NeilPeart,,,BrianSutherland,,,10 hrs and 11 mins,0.10:11:00,07-05-2013,English,,836.00,"07-05-2013, English"
Spectacles,SuePerkins,,,SuePerkins,,,8 hrs and 43 mins,0.08:43:00,17-12-2015,English,,683.00,"17-12-2015, English"
The Rothschilds,FredericMorton,,,RichardFerrone,,,11 hrs and 16 mins,0.11:16:00,13-11-2018,English,5,836.00,"13-11-2018, English"
Scenes From A Writer'S Life,RuskinBond,,,RajivDadia,,,4 hrs and 53 mins,0.04:53:00,24-12-2018,English,5,502.00,"24-12-2018, English"
If I Could Tell You Just One Thing,RichardReed,,,RichardReed,,,5 hrs and 29 mins,0.05:29:00,03-11-2016,English,5,569.00,"03-11-2016, English"
Stanley Kubrick And Me,EmilioD'Alessandro,FilippoUlivieri,SimonMarsh-translator,StephenHoye,,,11 hrs and 54 mins,0.11:54:00,29-07-2016,English,5,836.00,"29-07-2016, English"
Jim Morrison,StephenDavis,,,PaulMichael,,,17 hrs and 59 mins,0.17:59:00,29-04-2005,English,,1382.00,"29-04-2005, English"
The Writing Life,AnnieDillard,,,TaviaGilbert,,,2 hrs and 37 mins,0.02:37:00,04-03-2011,English,4,468.00,"04-03-2011, English"
Voice Over Man,PeterDickson,,,PeterDickson,,,11 hrs and 7 mins,0.11:07:00,25-09-2020,English,,569.00,"25-09-2020, English"
If I Did It,TheGoldmanFamily,PabloF.Fenjves,DominickDunne,KimGoldman,PabloFenjves,G.ValmontThomas,6 hrs and 54 mins,0.06:54:00,15-10-2007,English,4.5,702.00,"15-10-2007, English"
My American Journey,ColinPowell,,,ColinPowell,,,3 hrs and 41 mins,0.03:41:00,15-09-2006,English,,691.00,"15-09-2006, English"
Dave Barry Does Japan,DaveBarry,,,ArteJohnson,,,4 hrs and 26 mins,0.04:26:00,16-12-1999,English,4,501.00,"16-12-1999, English"
Traveling Music,NeilPeart,,,BrianSutherland,,,14 hrs and 25 mins,0.14:25:00,17-05-2013,English,,1003.00,"17-05-2013, English"
Far And Wide,NeilPeart,,,PaulHecht,,,9 hrs and 26 mins,0.09:26:00,24-10-2016,English,,820.00,"24-10-2016, English"
The Story Of My Life,HelenKeller,,,DianneBrin,,,4 hrs and 26 mins,0.04:26:00,09-10-2009,English,5,501.00,"09-10-2009, English"
Mrs. Sherlock Holmes: The True Story Of New York City'S Greatest Female Detective And The 1917 Missing Girl Case That Captivated A Nation,BradRicca,,,DavidBendena,,,12 hrs and 35 mins,0.12:35:00,03-05-2018,English,,1172.00,"03-05-2018, English"
No One Here Gets Out Alive,DannySugerman,JerryHopkins,,DannySugerman,,,1 hr and 7 mins,0.01:07:00,14-04-2006,English,,500.00,"14-04-2006, English"
Diderot And The Art Of Thinking Freely,AndrewS.Curran,,,PaulBoehmer,,,13 hrs and 18 mins,0.13:18:00,24-07-2019,English,,703.00,"24-07-2019, English"
The Plot Against The President,LeeSmith,,,JohnPruden,,,10 hrs and 4 mins,0.10:04:00,29-10-2019,English,5,500.00,"29-10-2019, English"
The Life,LisaAnn,,,LisaAnn,,,12 hrs,0.12:00:00,22-09-2020,English,5,351.00,"22-09-2020, English"
Fresh Off The Boat,EddieHuang,,,EddieHuang,,,7 hrs and 55 mins,0.07:55:00,29-01-2013,English,,879.00,"29-01-2013, English"
Full Disclosure,StormyDaniels,,,KateBurton,,,6 hrs and 58 mins,0.06:58:00,02-10-2018,English,3.5,323.00,"02-10-2018, English"
Goldie,GoldieHawn,,,GoldieHawn,,,5 hrs and 43 mins,0.05:43:00,04-05-2005,English,5,754.00,"04-05-2005, English"
Youtubers,ChrisStokel-Walker,,,EricMeyers,,,8 hrs and 2 mins,0.08:02:00,04-06-2019,English,4,636.00,"04-06-2019, English"
The Terror Years,LawrenceWright,,,JohnH.Mayer,LawrenceWright,,17 hrs and 24 mins,0.17:24:00,23-08-2016,English,4,1256.00,"23-08-2016, English"
The Bassoon King,RainnWilson,,,RainnWilson,,,8 hrs and 49 mins,0.08:49:00,10-11-2015,English,4,1005.00,"10-11-2015, English"
Straight Outta Crawley,RomeshRanganathan,,,RomeshRanganathan,,,5 hrs and 41 mins,0.05:41:00,04-10-2018,English,4.5,683.00,"04-10-2018, English"
A Carlin Home Companion,KellyCarlin,,,KellyCarlin,,,11 hrs and 52 mins,0.11:52:00,15-09-2015,English,5,181.00,"15-09-2015, English"
The Oregon Trail,FrancisParkman,,,FrankMuller,,,6 hrs and 6 mins,0.06:06:00,16-12-1999,English,,515.00,"16-12-1999, English"
My Life In France,JuliaChild,AlexPrud'Homme,,KimberlyFarr,,,11 hrs and 17 mins,0.11:17:00,14-04-2006,English,4.5,1149.00,"14-04-2006, English"
I Am Jackie Chan,JackieChan,,,DaxingZhang,,,3 hrs and 29 mins,0.03:29:00,22-05-2009,English,5,501.00,"22-05-2009, English"
Born For This,BeBeWinans,,,BeBeWinans,,,5 hrs and 41 mins,0.05:41:00,15-10-2019,English,,500.00,"15-10-2019, English"
My Thoughts Exactly,LilyAllen,,,LilyAllen,,,6 hrs and 37 mins,0.06:37:00,20-09-2018,English,,1044.00,"20-09-2018, English"
Confessions Of A Radical Tax Protestor,LarryR.Williams,,,JamesC.Lewis,,,8 hrs and 30 mins,0.08:30:00,09-07-2020,English,,668.00,"09-07-2020, English"
Monkey Business,JohnRolfe,PeterTroob,,JohnRolfe,PeterTroob,,8 hrs and 28 mins,0.08:28:00,13-04-2018,English,4.5,500.00,"13-04-2018, English"
The Beatles: The Authorised Biography,HunterDavies,,,JohnTelfer,,,18 hrs and 1 min,0.18:01:00,01-06-2013,English,3,797.00,"01-06-2013, English"
Enchantment,DonaldSpoto,,,KimberlyFarr,,,11 hrs and 43 mins,0.11:43:00,15-09-2006,English,3,1005.00,"15-09-2006, English"
Florent Pagny,EricLeBourhis,,,Jean-MarieFonbonne,,,6 hrs and 51 mins,0.06:51:00,15-07-2021,french,,566.00,"15-07-2021, french"
Just Call Me Mike,MikeFarrell,,,MikeFarrell,,,13 hrs and 56 mins,0.13:56:00,20-07-2021,English,,657.00,"20-07-2021, English"
William Conrad,CharlesTranberg,,,NatSegaloff,,,5 hrs and 53 mins,0.05:53:00,13-07-2021,English,,820.00,"13-07-2021, English"
Vida De Clown,AlainVigneau,,,AlainVigneau,,,6 hrs and 23 mins,0.06:23:00,16-07-2021,spanish,,307.00,"16-07-2021, spanish"
Original Sin,JeremyScott,,,JeremyScott,,,3 hrs and 32 mins,0.03:32:00,20-07-2021,English,,1172.00,"20-07-2021, English"
The Diana Chronicles,TinaBrown,,,RosalynLandor,,,21 hrs and 22 mins,0.21:22:00,11-02-2021,English,4,1093.00,"11-02-2021, English"
Fish Out Of Water,EricMetaxas,,,EricMetaxas,,,17 hrs and 25 mins,0.17:25:00,02-02-2021,English,,1054.00,"02-02-2021, English"
Hema Malini,RamKamalMukherjee,,,SumitKaul,,,9 hrs and 46 mins,0.09:46:00,01-01-2021,English,,1519.00,"01-01-2021, English"
НЕподве�е�ные итоги [Not Summed Up],EldarAleksandrovichRyazanov,,,AlexanderVorobev,,,27 hrs and 49 mins,1.03:49:00,31-03-2022,russian,,234.00,"31-03-2022, russian"
My Anecdotal Life,CarlReiner,,,CarlReiner,,,6 hrs and 28 mins,0.06:28:00,24-03-2022,English,,585.00,"24-03-2022, English"
Kiss And Tell,ShannonTweed,GeneSimmons,JulieMcCarron,ShannonTweed,,,3 hrs and 47 mins,0.03:47:00,24-03-2022,English,,468.00,"24-03-2022, English"
So Far…,KelseyGrammer,,,KelseyGrammer,,,3 hrs and 44 mins,0.03:44:00,24-03-2022,English,,468.00,"24-03-2022, English"
Dave Barry'S Greatest Hits,DaveBarry,,,JohnRitter,ArteJohnson,,6 hrs and 56 mins,0.06:56:00,23-03-2022,English,,702.00,"23-03-2022, English"
Alterslos - Grenzenlos,SimoneRethel-Heesters,,,NicoleHeesters,GerdKaempfe,DietrichGroenemeyer,26 hrs and 7 mins,1.02:07:00,22-03-2022,german,,602.00,"22-03-2022, german"
Jimi (German Edition),PhilipNorman,,,SebastianPappenberger,,,13 hrs and 6 mins,0.13:06:00,22-03-2022,german,,804.00,"22-03-2022, german"
More Myself: Mi Viaje,AliciaKeys,RubénR.Cubiella-traductor,,AnaRagasol,,,10 hrs and 34 mins,0.10:34:00,21-03-2022,spanish,,959.00,"21-03-2022, spanish"
La Belleza De Vivir Dos Veces,SharonStone,RubénR.Cubiella-traductor,,CarlaToledano,,,8 hrs and 34 mins,0.08:34:00,21-03-2022,spanish,,652.00,"21-03-2022, spanish"
Dark City (Revised And Expanded Edition),EddieMuller,,,EddieMuller,ErinBennett,,12 hrs and 19 mins,0.12:19:00,22-03-2022,English,,500.00,"22-03-2022, English"
Болќ�� че� пиар - К�к создатќ зве�ду,АнтонБогославский,,,ИльяДементьев,,,3 hrs and 46 mins,0.03:46:00,15-03-2022,russian,,300.00,"15-03-2022, russian"
Soul On The Street,WilliamRoache,,,WilliamRoache,,,2 hrs and 12 mins,0.02:12:00,22-03-2022,English,,633.00,"22-03-2022, English"
Uncommon Measure,NatalieHodges,,,CindyKay,,,4 hrs and 49 mins,0.04:49:00,22-03-2022,English,,1407.00,"22-03-2022, English"
"El Maestro Juan Mart�Nez Que Estaba All� [The Maestro Juan Mart�Nez, Who Was There]",ManuelChavesNogales,,,MartaGarciaAller,,,7 hrs and 56 mins,0.07:56:00,15-03-2022,spanish,,586.00,"15-03-2022, spanish"
La Famille Groulx [The Groulx Family],TaraLawson,,,MarilouMucret,JoakimLamoureux,,1 hr and 58 mins,0.01:58:00,29-03-2022,french,,649.00,"29-03-2022, french"
Memoirs Of A Professional Cad,GeorgeSanders,,,LiamGerrard,,,4 hrs and 41 mins,0.04:41:00,15-03-2022,English,,586.00,"15-03-2022, English"
Fearlessly Different,MickeyRowe,,,MickeyRowe,,,6 hrs and 22 mins,0.06:22:00,15-03-2022,English,,703.00,"15-03-2022, English"
Livro Do Desassossego [The Book Of Disquiet],FernandoPessoa,,,AreiasHerbert,,,11 hrs and 49 mins,0.11:49:00,11-10-2018,portuguese,,836.00,"11-10-2018, portuguese"
Sir Michael Caine: The Biography,WilliamHall,,,AndrewWincott,,,12 hrs and 19 mins,0.12:19:00,18-02-2010,English,4,759.00,"18-02-2010, English"
How I Made My First Million,TammyCohen,,,GeoffBarham,,,7 hrs and 4 mins,0.07:04:00,08-12-2017,English,,379.00,"08-12-2017, English"
The Prince Of Paradise,JohnGlatt,,,ShaunGrindell,,,14 hrs and 3 mins,0.14:03:00,09-07-2019,English,,703.00,"09-07-2019, English"
Diary Of A Vampire,RealityEntertainment,,,MichaelaWarrilow,,,1 hr and 6 mins,0.01:06:00,20-11-2008,English,,585.00,"20-11-2008, English"
The 2000S Made Me Gay,GracePerry,,,GracePerry,,,8 hrs and 21 mins,0.08:21:00,01-06-2021,English,,134.00,"01-06-2021, English"
True Love,JenniferLopez,,,JenniferLopez,,,3 hrs and 10 mins,0.03:10:00,04-11-2014,English,5,754.00,"04-11-2014, English"
My Place,SallyMorgan,,,MelodieReynolds,,,17 hrs,0.17:00:00,14-06-2011,English,4.5,937.00,"14-06-2011, English"
The Measure Of A Man,SidneyPoitier,,,SidneyPoitier,,,7 hrs and 55 mins,0.07:55:00,26-01-2007,English,,1069.00,"26-01-2007, English"
"That'S Still Not All, Folks",JoeAlaskey,,,JoeBevilacqua,,,5 hrs and 40 mins,0.05:40:00,23-01-2021,English,,702.00,"23-01-2021, English"
Spark,ClaudiaKalb,,,LisaLarsen,,,12 hrs and 13 mins,0.12:13:00,27-04-2021,English,,702.00,"27-04-2021, English"
Walking With Ghosts,GabrielByrne,,,GabrielByrne,,,6 hrs and 56 mins,0.06:56:00,13-11-2020,English,,323.00,"13-11-2020, English"
Billy Graham,GregLaurie,MarshallTerrill,,DanJohnMiller,,,12 hrs and 10 mins,0.12:10:00,13-04-2021,English,5,1008.00,"13-04-2021, English"
Calypso To Collapso; The Resurrection Of Vivian Stanshall,GeoffreyGiuliano,SteveGalbraith,AvalonGiuliano,GeoffreyGiuliano,,,7 hrs and 42 mins,0.07:42:00,07-11-2020,English,,468.00,"07-11-2020, English"
An Actor'S Life,KenColley,,,KenColley,,,1 hr and 7 mins,0.01:07:00,17-04-2014,English,,76.00,"17-04-2014, English"
Born To Run,BruceSpringsteen,,,MatteoBrusamonti,,,14 hrs and 46 mins,0.14:46:00,08-08-2018,italian,,497.00,"08-08-2018, italian"
Unsere Liebe Sisi,GabrielePraschl-Bichler,,,SissyHöfferer,,,2 hrs and 27 mins,0.02:27:00,29-05-2008,german,,99.00,"29-05-2008, german"
Pfoten Vom Tisch!,HapeKerkeling,,,HapeKerkeling,,,7 hrs and 27 mins,0.07:27:00,30-06-2021,german,,535.00,"30-06-2021, german"
Sunshine And Laughter,LouisBarfe,,,JontyStephens,,,7 hrs and 32 mins,0.07:32:00,08-07-2021,English,,645.00,"08-07-2021, English"
Past Imperfect,JoanCollins,,,JoanCollins,,,14 hrs and 27 mins,0.14:27:00,06-07-2021,English,,1507.00,"06-07-2021, English"
Eartha & Kitt,KittShapiro,PatriciaWeissLevy,,KarenChilton,,,8 hrs and 9 mins,0.08:09:00,22-06-2021,English,,1172.00,"22-06-2021, English"
It Never Ends,TomScharpling,,,TomScharpling,,,8 hrs and 53 mins,0.08:53:00,06-07-2021,English,,820.00,"06-07-2021, English"
F�R 'Ne Moment,WolfgangNiedecken,,,WolfgangNiedecken,,,3 hrs and 42 mins,0.03:42:00,22-06-2021,german,,166.00,"22-06-2021, german"
Fr�N Abba Till Munkarna I Laos,EwaWigenheim,,,EwaWigenheim,,,7 hrs and 12 mins,0.07:12:00,09-07-2021,swedish,,233.00,"09-07-2021, swedish"
Joey,JoeyHeindle,,,MarcoBlechschmidt,,,1 hr and 46 mins,0.01:46:00,28-06-2021,german,,367.00,"28-06-2021, german"
Das Leben Ist (K)Ein Zonk,JörgDraeger,,,JörgDraeger,,,10 hrs and 38 mins,0.10:38:00,17-06-2021,german,,669.00,"17-06-2021, german"
"Von Sex Getrieben, Zum Erfolg Verdammt?",JannikRubeck,,,RenéPorwoll,,,3 hrs and 40 mins,0.03:40:00,17-06-2021,german,,535.00,"17-06-2021, german"
Mir Selbst Auf Ewig Ein R�Tsel,MartinSemmelrogge,,,MartinSemmelrogge,,,5 hrs and 44 mins,0.05:44:00,17-06-2021,german,,502.00,"17-06-2021, german"
Edith Piaf,ThomasTippner,,,MatthiasErnstHolzmann,,,57 mins,0.00:57:00,18-06-2021,german,,233.00,"18-06-2021, german"
Taccuino D'Ombre,DavideVanDeSfroos,,,DavideVanDeSfroos,,,3 hrs and 6 mins,0.03:06:00,25-06-2021,italian,,190.00,"25-06-2021, italian"
Be Kind,EmilyHerbert,,,TamsinKennard,,,6 hrs and 23 mins,0.06:23:00,16-06-2021,English,,721.00,"16-06-2021, English"
Secrets Of The Mummy Concierge,TiffanyNorris,,,TiffanyNorris,,,6 hrs and 49 mins,0.06:49:00,24-06-2021,English,,1328.00,"24-06-2021, English"
One Good Reason,SéanMcCann,,,SéanMcCann,,,6 hrs and 10 mins,0.06:10:00,17-06-2021,English,,581.00,"17-06-2021, English"
Inside Comedy,DavidSteinberg,,,DavidSteinberg,,,13 hrs and 9 mins,0.13:09:00,13-07-2021,English,,1131.00,"13-07-2021, English"
Mean Girl,LisaDuggan,,,DinaPearlman,,,3 hrs and 35 mins,0.03:35:00,12-11-2019,English,5,501.00,"12-11-2019, English"
Women Of Means,MarleneWagman-Geller,,,SusanEricksen,,,8 hrs and 52 mins,0.08:52:00,15-09-2019,English,,820.00,"15-09-2019, English"
"Cute Poodles, Sweet Old Ladies, & Hugs",Dr.PJMiller,,,L.J.Ganser,,,6 hrs and 20 mins,0.06:20:00,14-05-2019,English,,586.00,"14-05-2019, English"
Billie Holiday: L'Angelo Del Jazz,ValentinaMattarozzi,,,ValentinaMattarozzi,,,29 mins,0.00:29:00,11-07-2016,italian,,75.00,"11-07-2016, italian"
A Funny Thing Happened On The Way To My Stress Test,BrianGari,,,BrianGari,,,1 hr and 1 min,0.01:01:00,28-11-2012,English,,350.00,"28-11-2012, English"
Paris Hilton: Life On The Edge,ChasNewkey-Burden,,,LynseyFrost,,,6 hrs and 36 mins,0.06:36:00,08-09-2014,English,,379.00,"08-09-2014, English"
La Nieta De La Maharan� [The Granddaughter Of Maharani],MahaAkhtar,EnriqueAlda-translator,,GladysBarriga,,,12 hrs and 24 mins,0.12:24:00,21-04-2015,spanish,,883.00,"21-04-2015, spanish"
Now It Can Be Told,PhilipGibbs,,,MatthewLloydDavies,,,19 hrs and 19 mins,0.19:19:00,01-08-2018,English,,1338.00,"01-08-2018, English"
"Talk To Tara: 'Conversations With Luminaries': Ralph Nader, Cal Ripken Jr., Deepak Chopra, Susan Powter And More",TalkToTara,,,TalkToTara,,,4 hrs and 11 mins,0.04:11:00,05-04-2011,English,,93.00,"05-04-2011, English"
Fatherhood,WilliamMcInnes,,,WilliamMcInnes,,,5 hrs and 50 mins,0.05:50:00,31-07-2018,English,,805.00,"31-07-2018, English"
Finally Free,MichaelVick,,,RodneyGardiner,,,6 hrs and 3 mins,0.06:03:00,04-09-2012,English,,693.00,"04-09-2012, English"
Take You Wherever You Go,KennyLeon,SamuelL.Jackson-foreword,,KennyLeon,,,5 hrs and 44 mins,0.05:44:00,05-06-2018,English,,500.00,"05-06-2018, English"
Find Me,RosieO'Donnell,,,RosieO'Donnell,,,3 hrs and 23 mins,0.03:23:00,24-05-2002,English,,500.00,"24-05-2002, English"
Mother American Night,JohnPerryBarlow,RobertGreenfield,,RayPorter,,,8 hrs and 14 mins,0.08:14:00,05-06-2018,English,,1005.00,"05-06-2018, English"
First Things First,KurtWarner,BrendaWarner,JenniferSchuchmann,ToddBusteed,RebeccaGallagher,AbigailSeward,6 hrs and 50 mins,0.06:50:00,04-02-2015,English,,633.00,"04-02-2015, English"
Reagan,H.W.Brands,,,StephenHoye,,,31 hrs and 41 mins,1.07:41:00,12-05-2015,English,,1759.00,"12-05-2015, English"
Seven Dirty Words,JamesSullivan,,,AlanSklar,,,10 hrs and 17 mins,0.10:17:00,08-06-2010,English,,703.00,"08-06-2010, English"
I Am Spartacus!,KirkDouglas,,,MichaelDouglas,,,5 hrs and 15 mins,0.05:15:00,12-06-2012,English,,234.00,"12-06-2012, English"
Hell'S Angel,SonnyBarger,,,JohnPruden,,,7 hrs and 41 mins,0.07:41:00,16-10-2012,English,,1350.00,"16-10-2012, English"
Bird Watching,LarryBird,JackieMacMullan,,TomStechschulte,,,9 hrs and 25 mins,0.09:25:00,18-08-2014,English,,820.00,"18-08-2014, English"
Dancing Through Life,CandaceCameronBure,ErinDavis,,CandaceCameronBure,,,5 hrs and 58 mins,0.05:58:00,13-08-2015,English,,703.00,"13-08-2015, English"
Henry Miller'S People,HenryMiller,,,MitchellRyan,,,3 hrs and 1 min,0.03:01:00,17-10-2017,English,,374.00,"17-10-2017, English"
Saint Mick,MickFoley,,,MickFoley,,,5 hrs and 31 mins,0.05:31:00,17-10-2017,English,,938.00,"17-10-2017, English"
Out Came The Sun,MarielHemingway,,,MarielHemingway,,,9 hrs and 7 mins,0.09:07:00,07-04-2015,English,,820.00,"07-04-2015, English"
Elizabeth And Michael,DonaldBogle,,,MichaelEarly,,,17 hrs and 27 mins,0.17:27:00,16-09-2016,English,,1172.00,"16-09-2016, English"
Big Sur And The Oranges Of Hieronymus Bosch,HenryMiller,,,TomPerkins,,,15 hrs and 24 mins,0.15:24:00,21-05-2019,English,,703.00,"21-05-2019, English"
Around The World With Mark Twain,RobertCooper,,,BernardSetaroClark,,,12 hrs and 24 mins,0.12:24:00,05-02-2013,English,,836.00,"05-02-2013, English"
Heaven And Mel,JoeEszterhas,,,TimHalligan,,,4 hrs and 4 mins,0.04:04:00,07-01-2015,English,,100.00,"07-01-2015, English"
My Life In France,JuliaChild,AlexPrud'Homme,,FloSalantGreenberg,,,5 hrs and 2 mins,0.05:02:00,04-04-2006,English,,702.00,"04-04-2006, English"
Trump,WayneBarrett,,,LJGanser,,,23 hrs and 1 min,0.23:01:00,25-04-2017,English,,1170.00,"25-04-2017, English"
My Life With Piper,LarrySmith,,,LarrySmith,,,1 hr and 43 mins,0.01:43:00,16-12-2014,English,,469.00,"16-12-2014, English"
All The Money In The World,PeterW.Bernstein,,,RickAdamson,,,6 hrs and 24 mins,0.06:24:00,21-08-2007,English,,754.00,"21-08-2007, English"
Open [Open] (Spanish Edition),AndreAgassi,,,JordiLlobet,,,17 hrs and 49 mins,0.17:49:00,18-12-2020,spanish,,375.00,"18-12-2020, spanish"
Please Like Me (But Keep Away),MindyKaling,,,MindyKaling,,,29 mins,0.00:29:00,06-10-2020,English,5,67.00,"06-10-2020, English"
The Amateurs,DavidHalberstam,,,ChristopherReeve,,,2 hrs and 16 mins,0.02:16:00,20-11-2014,English,5,350.00,"20-11-2014, English"
The Beauty Of All My Days,RuskinBond,,,BhavinJoshi,,,3 hrs and 16 mins,0.03:16:00,25-06-2019,English,5,452.00,"25-06-2019, English"
"When I Stop Talking, You'Ll Know I'M Dead",JerryWeintraub,RichCohen,GeorgeClooney-foreword,JerryWeintraub,,,7 hrs and 32 mins,0.07:32:00,07-04-2010,English,4,500.00,"07-04-2010, English"
Naturally Tan,TanFrance,,,TanFrance,,,7 hrs and 3 mins,0.07:03:00,06-06-2019,English,4.5,752.00,"06-06-2019, English"
101 Amazing Facts About Benedict Cumberbatch,JackGoldstein,,,KentHarris,,,16 mins,0.00:16:00,03-08-2017,English,,152.00,"03-08-2017, English"
Don'T Call Me Clyde!,PeterKerr,,,JamesBryce,,,12 hrs and 50 mins,0.12:50:00,01-06-2017,English,,839.00,"01-06-2017, English"
Help Is On The Way,MindyKaling,,,MindyKaling,,,26 mins,0.00:26:00,06-10-2020,English,5,67.00,"06-10-2020, English"
The Sweet Life In Paris,DavidLebovitz,,,DavidDrummond,,,6 hrs and 12 mins,0.06:12:00,29-06-2012,English,4,703.00,"29-06-2012, English"
Out Of Line,BarbaraLynch,,,ChristinaDelaine,,,9 hrs and 48 mins,0.09:48:00,31-08-2017,English,,938.00,"31-08-2017, English"
Yogi,JonPessah,,,OliverWyman,,,21 hrs and 10 mins,0.21:10:00,14-04-2020,English,,500.00,"14-04-2020, English"
Beautiful Chaos,CareyPerloff,,,CareyPerloff,,,8 hrs and 36 mins,0.08:36:00,14-06-2016,English,,668.00,"14-06-2016, English"
My Old Neighborhood Remembered,AveryCorman,,,AveryCorman,,,4 hrs and 48 mins,0.04:48:00,05-12-2014,English,,501.00,"05-12-2014, English"
Brutally Honest,MelanieBrown,LouiseGannon,,MelanieBrown,PhoenixChiGulzarBrown,AndreaBrown,11 hrs and 9 mins,0.11:09:00,27-11-2018,English,4,721.00,"27-11-2018, English"
Fab: The Intimate Life Of Paul Mccartney,HowardSounes,,,DavidThorpe,,,25 hrs and 37 mins,1.01:37:00,22-07-2014,English,,1138.00,"22-07-2014, English"
Alanatomy,AlanCarr,,,AlanCarr,,,8 hrs and 20 mins,0.08:20:00,03-11-2016,English,,683.00,"03-11-2016, English"
Teammate,DavidRoss,DonYaeger,TheoEpstein-foreword,GregoryAbbey,,,6 hrs and 35 mins,0.06:35:00,09-05-2017,English,,500.00,"09-05-2017, English"
In Praise Of Difficult Women,KarenKarbo,CherylStrayed-foreword,,BernadetteDunne,,,11 hrs and 17 mins,0.11:17:00,27-11-2018,English,,820.00,"27-11-2018, English"
Last Christmas,GregWise,EmmaThompson,,HeatherLong,LukeThompson,SandraDuncan,5 hrs and 28 mins,0.05:28:00,31-10-2019,English,,759.00,"31-10-2019, English"
Peaceful Neighbor,MichaelG.Long,,,GeorgeNewbern,,,8 hrs,0.08:00:00,19-11-2019,English,,820.00,"19-11-2019, English"
Shula,MarkRibowsky,,,L.J.Ganser,,,14 hrs and 23 mins,0.14:23:00,27-08-2019,English,,703.00,"27-08-2019, English"
Brangelina,IanHalperin,,,MosePersico,,,6 hrs and 53 mins,0.06:53:00,24-01-2011,french,,350.00,"24-01-2011, french"
Yogi,CarloDevito,,,AlphaTrivette,,,12 hrs and 39 mins,0.12:39:00,20-12-2012,English,,773.00,"20-12-2012, English"
Searching For Annabel Chong,GerrieLim,,,TatchMax,,,5 hrs and 20 mins,0.05:20:00,17-09-2013,English,,668.00,"17-09-2013, English"
The Wah-Wah Diaries,RichardE.Grant,,,RichardE.Grant,,,7 hrs and 11 mins,0.07:11:00,22-07-2008,English,,323.00,"22-07-2008, English"
"Being A Rockefeller, Becoming Myself",EileenRockefeller,,,EileenRockefeller,,,10 hrs and 34 mins,0.10:34:00,12-09-2013,English,4,879.00,"12-09-2013, English"
Sign Of Life,HilaryWilliams,M.B.Roberts,,KevinT.Collins,RobinMiles,,8 hrs and 20 mins,0.08:20:00,17-03-2014,English,,668.00,"17-03-2014, English"
Number 96,DavidSale,,,DavidSale,,,11 hrs and 52 mins,0.11:52:00,12-01-2015,English,,930.00,"12-01-2015, English"
Let Me Entertain You,DavidBrown,,,DavidBrown,,,11 hrs and 51 mins,0.11:51:00,14-11-2014,English,,821.00,"14-11-2014, English"
